Título,doi,arxiv,pmid,isbn,doi_score,arxiv_score,pmid_score,isbn_score,are_scores_different,final_score,cited_by_tweeters,cited_by_rdts,readers_count,cited_by_posts_count,cited_by_feeds_count,cited_by_accounts_count,cited_by_msm_count,cited_by_fbwalls_count,cohorts,cited_by_videos_count,cited_by_gplus_count
Biological motion coding in the brain: analysis of visually driven EEG functional networks,10.1371/JOURNAL.PONE.0084612,,24454734,,3.25,,3.25,,,3.25,1,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PONE.0084612,69.00,2.00,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PONE.0084612,2.00,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PONE.0084612,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PONE.0084612,1.00,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PONE.0084612,https://api.altmetric.com/v1/doi/10.1371/JOURNAL.PONE.0084612
Blow-up lemmas for sparse graphs,,1612.00622,,,,1.00,,,,1,,,,,,,,,,,
Blurred stochastic chains,,1611.00409,,,,0.25,,,,0.25,,,,,,,,,,,
Bootstrap testing for cross-correlation under low firing activity.,10.1007/S10827-015-0557-5,1412.5004,25868704,,1.75,1.75,1.75,,,1.75,3,https://api.altmetric.com/v1/doi/10.1007/S10827-015-0557-5,16.00,3.00,https://api.altmetric.com/v1/doi/10.1007/S10827-015-0557-5,3.00,https://api.altmetric.com/v1/doi/10.1007/S10827-015-0557-5,https://api.altmetric.com/v1/doi/10.1007/S10827-015-0557-5,2.00,https://api.altmetric.com/v1/doi/10.1007/S10827-015-0557-5,https://api.altmetric.com/v1/doi/10.1007/S10827-015-0557-5
Boundary solution based on rescaling method: recoup the first and second-order statistics of neuron network dynamics,,2002.02381,,,,0.50,,,,0.5,,,,,,,,,,,
Can somatosensory electrical stimulation relieve spasticity in post-stroke patients? A TMS pilot study.,10.1515/BMT-2016-0162,,28475487,,1.00,,1.00,,,1,1,https://api.altmetric.com/v1/doi/10.1515/BMT-2016-0162,35.00,1.00,https://api.altmetric.com/v1/doi/10.1515/BMT-2016-0162,1.00,https://api.altmetric.com/v1/doi/10.1515/BMT-2016-0162,https://api.altmetric.com/v1/doi/10.1515/BMT-2016-0162,1.00,https://api.altmetric.com/v1/doi/10.1515/BMT-2016-0162,https://api.altmetric.com/v1/doi/10.1515/BMT-2016-0162
Can the Recording of Motor Potentials Evoked by Transcranial Magnetic Stimulation Be Optimized?,10.3389/FNHUM.2017.00413,,28860981,,1.50,,1.50,,,1.5,4,https://api.altmetric.com/v1/doi/10.3389/FNHUM.2017.00413,25.00,4.00,https://api.altmetric.com/v1/doi/10.3389/FNHUM.2017.00413,4.00,https://api.altmetric.com/v1/doi/10.3389/FNHUM.2017.00413,https://api.altmetric.com/v1/doi/10.3389/FNHUM.2017.00413,1.00,https://api.altmetric.com/v1/doi/10.3389/FNHUM.2017.00413,https://api.altmetric.com/v1/doi/10.3389/FNHUM.2017.00413
Can vocal conditioning trigger a semiotic ratchet in marmosets?,10.3389/FPSYG.2015.01519,,26500583,,1.50,,1.50,,,1.5,4,https://api.altmetric.com/v1/doi/10.3389/FPSYG.2015.01519,29.00,6.00,https://api.altmetric.com/v1/doi/10.3389/FPSYG.2015.01519,5.00,https://api.altmetric.com/v1/doi/10.3389/FPSYG.2015.01519,1.00,1.00,https://api.altmetric.com/v1/doi/10.3389/FPSYG.2015.01519,https://api.altmetric.com/v1/doi/10.3389/FPSYG.2015.01519
Cerebral Dynamics during the Observation of Point-Light Displays Depicting Postural Adjustments,10.3389/FNHUM.2017.00217,,28533748,,1.00,,1.00,,,1,3,https://api.altmetric.com/v1/doi/10.3389/FNHUM.2017.00217,4.00,3.00,https://api.altmetric.com/v1/doi/10.3389/FNHUM.2017.00217,3.00,https://api.altmetric.com/v1/doi/10.3389/FNHUM.2017.00217,https://api.altmetric.com/v1/doi/10.3389/FNHUM.2017.00217,3.00,https://api.altmetric.com/v1/doi/10.3389/FNHUM.2017.00217,https://api.altmetric.com/v1/doi/10.3389/FNHUM.2017.00217
Character networks and book genre classification,10.1142/S012918311950058X,,,,https://api.altmetric.com/v1/doi/10.1142/S012918311950058X,,,,,-1,https://api.altmetric.com/v1/doi/10.1142/S012918311950058X,https://api.altmetric.com/v1/doi/10.1142/S012918311950058X,https://api.altmetric.com/v1/doi/10.1142/S012918311950058X,https://api.altmetric.com/v1/doi/10.1142/S012918311950058X,https://api.altmetric.com/v1/doi/10.1142/S012918311950058X,https://api.altmetric.com/v1/doi/10.1142/S012918311950058X,https://api.altmetric.com/v1/doi/10.1142/S012918311950058X,,,,
Characterization of novel polydiacetylene gel dosimeter for radiotherapy,10.1088/2057-1976/ABA638,,,,0.75,,,,,0.75,1,https://api.altmetric.com/v1/doi/10.1088/2057-1976/ABA638,9.00,2.00,https://api.altmetric.com/v1/doi/10.1088/2057-1976/ABA638,2.00,https://api.altmetric.com/v1/doi/10.1088/2057-1976/ABA638,1.00,1.00,https://api.altmetric.com/v1/doi/10.1088/2057-1976/ABA638,https://api.altmetric.com/v1/doi/10.1088/2057-1976/ABA638
Characterization of the stability of chains associated with g-measures,,1410.8241,,,,0.50,,,,0.5,,,,,,,,,,,
Chromatic thresholds in sparse random graphs,10.1002/RSA.20709,,,,https://api.altmetric.com/v1/doi/10.1002/RSA.20709,,,,,-1,https://api.altmetric.com/v1/doi/10.1002/RSA.20709,https://api.altmetric.com/v1/doi/10.1002/RSA.20709,https://api.altmetric.com/v1/doi/10.1002/RSA.20709,https://api.altmetric.com/v1/doi/10.1002/RSA.20709,https://api.altmetric.com/v1/doi/10.1002/RSA.20709,https://api.altmetric.com/v1/doi/10.1002/RSA.20709,https://api.altmetric.com/v1/doi/10.1002/RSA.20709,,,,
Citation network centrality: a scientific awards predictor?,,1910.02369,,,,5.25,,,,5.25,,,,,,,,,,,
Combining multivariate Markov chains,10.1063/1.4912373,,,,https://api.altmetric.com/v1/doi/10.1063/1.4912373,,,,,-1,https://api.altmetric.com/v1/doi/10.1063/1.4912373,https://api.altmetric.com/v1/doi/10.1063/1.4912373,https://api.altmetric.com/v1/doi/10.1063/1.4912373,https://api.altmetric.com/v1/doi/10.1063/1.4912373,https://api.altmetric.com/v1/doi/10.1063/1.4912373,https://api.altmetric.com/v1/doi/10.1063/1.4912373,https://api.altmetric.com/v1/doi/10.1063/1.4912373,,,,
Complete intersection theorem and complete nontrivial-intersection theorem for systems of set partitions,,1308.0324,,,,0.25,,,,0.25,,,,,,,,,,,
Computational models of memory consolidation and long-term synaptic plasticity during sleep,10.1016/J.NLM.2018.10.003,,30321652,,2.85,,2.85,,,2.85,4,https://api.altmetric.com/v1/doi/10.1016/J.NLM.2018.10.003,57.00,4.00,https://api.altmetric.com/v1/doi/10.1016/J.NLM.2018.10.003,4.00,https://api.altmetric.com/v1/doi/10.1016/J.NLM.2018.10.003,https://api.altmetric.com/v1/doi/10.1016/J.NLM.2018.10.003,4.00,https://api.altmetric.com/v1/doi/10.1016/J.NLM.2018.10.003,https://api.altmetric.com/v1/doi/10.1016/J.NLM.2018.10.003
Computational Tracking of Mental Health in Youth: Latin American Contributions to a Low-Cost and Effective Solution for Early Psychiatric Diagnosis.,10.1002/CAD.20159,,27254827,,https://api.altmetric.com/v1/doi/10.1002/CAD.20159,,https://api.altmetric.com/v1/pmid/27254827,,,-1,https://api.altmetric.com/v1/doi/10.1002/CAD.20159,https://api.altmetric.com/v1/doi/10.1002/CAD.20159,https://api.altmetric.com/v1/doi/10.1002/CAD.20159,https://api.altmetric.com/v1/doi/10.1002/CAD.20159,https://api.altmetric.com/v1/doi/10.1002/CAD.20159,https://api.altmetric.com/v1/doi/10.1002/CAD.20159,https://api.altmetric.com/v1/doi/10.1002/CAD.20159,,,,
Computationally efficient change point detection for high-dimensional regression,,1601.03704,,,,0.75,,,,0.75,,,,,,,,,,,
Concentration and Poincaré type inequalities for a degenerate pure jump Markov process,,1904.07090,,,,0.25,,,,0.25,,,,,,,,,,,
Conductance-based models and the fragmentation problem: A case study based on hippocampal CA1 pyramidal cell models and epilepsy,10.1016/J.YEBEH.2019.106841,,31864945,,0.75,,0.75,,,0.75,1,https://api.altmetric.com/v1/doi/10.1016/J.YEBEH.2019.106841,3.00,2.00,https://api.altmetric.com/v1/doi/10.1016/J.YEBEH.2019.106841,2.00,https://api.altmetric.com/v1/doi/10.1016/J.YEBEH.2019.106841,1.00,1.00,https://api.altmetric.com/v1/doi/10.1016/J.YEBEH.2019.106841,https://api.altmetric.com/v1/doi/10.1016/J.YEBEH.2019.106841
Context tree selection for functional data,,1602.00579,,,,3.50,,,,3.5,,,,,,,,,,,
Contrast response functions in the visual wulst of the alert burrowing owl: a single-unit study.,10.1152/JN.00505.2015,,27466135,,0.25,,0.25,,,0.25,https://api.altmetric.com/v1/doi/10.1152/JN.00505.2015,https://api.altmetric.com/v1/doi/10.1152/JN.00505.2015,17.00,1.00,https://api.altmetric.com/v1/doi/10.1152/JN.00505.2015,1.00,https://api.altmetric.com/v1/doi/10.1152/JN.00505.2015,1.00,0.00,https://api.altmetric.com/v1/doi/10.1152/JN.00505.2015,https://api.altmetric.com/v1/doi/10.1152/JN.00505.2015
Copula based model correction for bivariate Bernoulli financial series,10.1063/1.4825801,,,,https://api.altmetric.com/v1/doi/10.1063/1.4825801,,,,,-1,https://api.altmetric.com/v1/doi/10.1063/1.4825801,https://api.altmetric.com/v1/doi/10.1063/1.4825801,https://api.altmetric.com/v1/doi/10.1063/1.4825801,https://api.altmetric.com/v1/doi/10.1063/1.4825801,https://api.altmetric.com/v1/doi/10.1063/1.4825801,https://api.altmetric.com/v1/doi/10.1063/1.4825801,https://api.altmetric.com/v1/doi/10.1063/1.4825801,,,,
Correlations induced by depressing synapses in critically self-organized networks with quenched dynamics.,10.1103/PHYSREVE.95.042303,1604.05779,28505838,,4.25,4.25,4.25,,,4.25,11,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.95.042303,14.00,12.00,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.95.042303,11.00,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.95.042303,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.95.042303,6.00,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.95.042303,https://api.altmetric.com/v1/doi/10.1103/PHYSREVE.95.042303
Counting results for sparse pseudorandom hypergraphs I,10.1016/J.EJC.2017.04.008,,,,0.25,,,,,0.25,1,https://api.altmetric.com/v1/doi/10.1016/J.EJC.2017.04.008,5.00,1.00,https://api.altmetric.com/v1/doi/10.1016/J.EJC.2017.04.008,1.00,https://api.altmetric.com/v1/doi/10.1016/J.EJC.2017.04.008,https://api.altmetric.com/v1/doi/10.1016/J.EJC.2017.04.008,1.00,https://api.altmetric.com/v1/doi/10.1016/J.EJC.2017.04.008,https://api.altmetric.com/v1/doi/10.1016/J.EJC.2017.04.008
Counting results for sparse pseudorandom hypergraphs II,10.1016/J.EJC.2017.04.007,,,,0.25,,,,,0.25,1,https://api.altmetric.com/v1/doi/10.1016/J.EJC.2017.04.007,5.00,1.00,https://api.altmetric.com/v1/doi/10.1016/J.EJC.2017.04.007,1.00,https://api.altmetric.com/v1/doi/10.1016/J.EJC.2017.04.007,https://api.altmetric.com/v1/doi/10.1016/J.EJC.2017.04.007,1.00,https://api.altmetric.com/v1/doi/10.1016/J.EJC.2017.04.007,https://api.altmetric.com/v1/doi/10.1016/J.EJC.2017.04.007
Coupled variability in primary sensory areas and the hippocampus during spontaneous activity.,10.1038/SREP46077,,28393914,,2.00,,2.00,,,2,4,https://api.altmetric.com/v1/doi/10.1038/SREP46077,25.00,5.00,https://api.altmetric.com/v1/doi/10.1038/SREP46077,5.00,https://api.altmetric.com/v1/doi/10.1038/SREP46077,1.00,4.00,https://api.altmetric.com/v1/doi/10.1038/SREP46077,https://api.altmetric.com/v1/doi/10.1038/SREP46077
Criticality between cortical states,10.1101/454934; 10.1103/PHYSREVLETT.122.208101,,31172737,,https://api.altmetric.com/v1/doi/10.1101/454934; 10.1103/PHYSREVLETT.122.208101,,107.89,,,107.886,https://api.altmetric.com/v1/doi/10.1101/454934; 10.1103/PHYSREVLETT.122.208101,https://api.altmetric.com/v1/doi/10.1101/454934; 10.1103/PHYSREVLETT.122.208101,https://api.altmetric.com/v1/doi/10.1101/454934; 10.1103/PHYSREVLETT.122.208101,https://api.altmetric.com/v1/doi/10.1101/454934; 10.1103/PHYSREVLETT.122.208101,https://api.altmetric.com/v1/doi/10.1101/454934; 10.1103/PHYSREVLETT.122.208101,https://api.altmetric.com/v1/doi/10.1101/454934; 10.1103/PHYSREVLETT.122.208101,https://api.altmetric.com/v1/doi/10.1101/454934; 10.1103/PHYSREVLETT.122.208101,https://api.altmetric.com/v1/doi/10.1101/454934; 10.1103/PHYSREVLETT.122.208101,https://api.altmetric.com/v1/doi/10.1101/454934; 10.1103/PHYSREVLETT.122.208101,https://api.altmetric.com/v1/doi/10.1101/454934; 10.1103/PHYSREVLETT.122.208101,https://api.altmetric.com/v1/doi/10.1101/454934; 10.1103/PHYSREVLETT.122.208101
Cutoff for random walks on graphs with bottlenecks,,1606.06723,,,,0.25,,,,0.25,,,,,,,,,,,
"D2 dopamine receptor regulation of learning, sleep and plasticity.",10.1016/J.EURONEURO.2015.01.011,,25778861,,2.75,,2.75,,,2.75,3,https://api.altmetric.com/v1/doi/10.1016/J.EURONEURO.2015.01.011,69.00,10.00,https://api.altmetric.com/v1/doi/10.1016/J.EURONEURO.2015.01.011,6.00,https://api.altmetric.com/v1/doi/10.1016/J.EURONEURO.2015.01.011,3.00,3.00,https://api.altmetric.com/v1/doi/10.1016/J.EURONEURO.2015.01.011,https://api.altmetric.com/v1/doi/10.1016/J.EURONEURO.2015.01.011
Densities in large permutations and parameter testing,10.1016/J.EJC.2016.09.006,,,,https://api.altmetric.com/v1/doi/10.1016/J.EJC.2016.09.006,,,,,-1,https://api.altmetric.com/v1/doi/10.1016/J.EJC.2016.09.006,https://api.altmetric.com/v1/doi/10.1016/J.EJC.2016.09.006,https://api.altmetric.com/v1/doi/10.1016/J.EJC.2016.09.006,https://api.altmetric.com/v1/doi/10.1016/J.EJC.2016.09.006,https://api.altmetric.com/v1/doi/10.1016/J.EJC.2016.09.006,https://api.altmetric.com/v1/doi/10.1016/J.EJC.2016.09.006,https://api.altmetric.com/v1/doi/10.1016/J.EJC.2016.09.006,,,,
Discrepancy and eigenvalues of Cayley graphs,10.1007/S10587-016-0302-X,,,,0.25,,,,,0.25,1,https://api.altmetric.com/v1/doi/10.1007/S10587-016-0302-X,4.00,1.00,https://api.altmetric.com/v1/doi/10.1007/S10587-016-0302-X,1.00,https://api.altmetric.com/v1/doi/10.1007/S10587-016-0302-X,https://api.altmetric.com/v1/doi/10.1007/S10587-016-0302-X,1.00,https://api.altmetric.com/v1/doi/10.1007/S10587-016-0302-X,https://api.altmetric.com/v1/doi/10.1007/S10587-016-0302-X
Discrete One-Dimensional Coverage Process on a Renewal Process,10.1007/S10955-018-2138-2,,,,https://api.altmetric.com/v1/doi/10.1007/S10955-018-2138-2,,,,,-1,https://api.altmetric.com/v1/doi/10.1007/S10955-018-2138-2,https://api.altmetric.com/v1/doi/10.1007/S10955-018-2138-2,https://api.altmetric.com/v1/doi/10.1007/S10955-018-2138-2,https://api.altmetric.com/v1/doi/10.1007/S10955-018-2138-2,https://api.altmetric.com/v1/doi/10.1007/S10955-018-2138-2,https://api.altmetric.com/v1/doi/10.1007/S10955-018-2138-2,https://api.altmetric.com/v1/doi/10.1007/S10955-018-2138-2,,,,
Diversity improves performance in excitable networks,10.7717/PEERJ.1912,1507.05249,27168961,,5.35,5.35,5.35,,,5.35,11,https://api.altmetric.com/v1/doi/10.7717/PEERJ.1912,34.00,13.00,https://api.altmetric.com/v1/doi/10.7717/PEERJ.1912,12.00,https://api.altmetric.com/v1/doi/10.7717/PEERJ.1912,1.00,9.00,https://api.altmetric.com/v1/doi/10.7717/PEERJ.1912,https://api.altmetric.com/v1/doi/10.7717/PEERJ.1912
Dopamine Modulates Delta-Gamma Phase-Amplitude Coupling in the Prefrontal Cortex of Behaving Rats.,10.3389/FNCIR.2017.00029,,28536507,,3.85,,3.85,,,3.85,7,https://api.altmetric.com/v1/doi/10.3389/FNCIR.2017.00029,65.00,7.00,https://api.altmetric.com/v1/doi/10.3389/FNCIR.2017.00029,7.00,https://api.altmetric.com/v1/doi/10.3389/FNCIR.2017.00029,https://api.altmetric.com/v1/doi/10.3389/FNCIR.2017.00029,1.00,https://api.altmetric.com/v1/doi/10.3389/FNCIR.2017.00029,https://api.altmetric.com/v1/doi/10.3389/FNCIR.2017.00029
Dynamic Uniqueness and Phase Transition of Chains of Infinite Order,,1410.8241v1,,,,https://api.altmetric.com/v1/arxiv/1410.8241v1,,,,-1,,,,,,,,,,,
Dynamic uniqueness for stochastic chains with unbounded memory,10.1016/J.SPA.2017.06.004,,,,https://api.altmetric.com/v1/doi/10.1016/J.SPA.2017.06.004,,,,,-1,https://api.altmetric.com/v1/doi/10.1016/J.SPA.2017.06.004,https://api.altmetric.com/v1/doi/10.1016/J.SPA.2017.06.004,https://api.altmetric.com/v1/doi/10.1016/J.SPA.2017.06.004,https://api.altmetric.com/v1/doi/10.1016/J.SPA.2017.06.004,https://api.altmetric.com/v1/doi/10.1016/J.SPA.2017.06.004,https://api.altmetric.com/v1/doi/10.1016/J.SPA.2017.06.004,https://api.altmetric.com/v1/doi/10.1016/J.SPA.2017.06.004,,,,
Dynamics of spontaneous activity in random networks with multiple neuron subtypes and synaptic noise: Spontaneous activity in networks with synaptic noise.,10.1007/S10827-018-0688-6,1709.09748,29923159,,3.75,3.75,3.75,,,3.75,8,https://api.altmetric.com/v1/doi/10.1007/S10827-018-0688-6,37.00,9.00,https://api.altmetric.com/v1/doi/10.1007/S10827-018-0688-6,9.00,https://api.altmetric.com/v1/doi/10.1007/S10827-018-0688-6,1.00,7.00,https://api.altmetric.com/v1/doi/10.1007/S10827-018-0688-6,https://api.altmetric.com/v1/doi/10.1007/S10827-018-0688-6
Edge-colorings of uniform hypergraphs avoiding monochromatic matchings,10.1016/J.DISC.2014.10.004,,,,https://api.altmetric.com/v1/doi/10.1016/J.DISC.2014.10.004,,,,,-1,https://api.altmetric.com/v1/doi/10.1016/J.DISC.2014.10.004,https://api.altmetric.com/v1/doi/10.1016/J.DISC.2014.10.004,https://api.altmetric.com/v1/doi/10.1016/J.DISC.2014.10.004,https://api.altmetric.com/v1/doi/10.1016/J.DISC.2014.10.004,https://api.altmetric.com/v1/doi/10.1016/J.DISC.2014.10.004,https://api.altmetric.com/v1/doi/10.1016/J.DISC.2014.10.004,https://api.altmetric.com/v1/doi/10.1016/J.DISC.2014.10.004,,,,
Effect of synaptic plasticity on functional connectivity and global activity of a neocortical network model.,10.1186/1471-2202-16-S1-P210,,,,https://api.altmetric.com/v1/doi/10.1186/1471-2202-16-S1-P210,,,,,-1,https://api.altmetric.com/v1/doi/10.1186/1471-2202-16-S1-P210,https://api.altmetric.com/v1/doi/10.1186/1471-2202-16-S1-P210,https://api.altmetric.com/v1/doi/10.1186/1471-2202-16-S1-P210,https://api.altmetric.com/v1/doi/10.1186/1471-2202-16-S1-P210,https://api.altmetric.com/v1/doi/10.1186/1471-2202-16-S1-P210,https://api.altmetric.com/v1/doi/10.1186/1471-2202-16-S1-P210,https://api.altmetric.com/v1/doi/10.1186/1471-2202-16-S1-P210,,,,
Effect of TMS coil orientation on the spatial distribution of motor evoked potentials in an intrinsic hand muscle,10.1515/BMT-2016-0240,,28796636,,0.50,,0.50,,,0.5,1,https://api.altmetric.com/v1/doi/10.1515/BMT-2016-0240,35.00,1.00,https://api.altmetric.com/v1/doi/10.1515/BMT-2016-0240,1.00,https://api.altmetric.com/v1/doi/10.1515/BMT-2016-0240,https://api.altmetric.com/v1/doi/10.1515/BMT-2016-0240,1.00,https://api.altmetric.com/v1/doi/10.1515/BMT-2016-0240,https://api.altmetric.com/v1/doi/10.1515/BMT-2016-0240
Electrophysiological Evidence That the Retrosplenial Cortex Displays a Strong and Specific Activation Phased with Hippocampal Theta during Paradoxical (REM) Sleep.,10.1523/JNEUROSCI.0026-17.2017,,28729438,,15.05,,15.05,,,15.05,25,https://api.altmetric.com/v1/doi/10.1523/JNEUROSCI.0026-17.2017,122.00,28.00,https://api.altmetric.com/v1/doi/10.1523/JNEUROSCI.0026-17.2017,26.00,https://api.altmetric.com/v1/doi/10.1523/JNEUROSCI.0026-17.2017,1.00,14.00,https://api.altmetric.com/v1/doi/10.1523/JNEUROSCI.0026-17.2017,https://api.altmetric.com/v1/doi/10.1523/JNEUROSCI.0026-17.2017
"ESR dating of late Quaternary megafauna fossils from João Dourado, Bahia, Brazil",10.1016/J.JSAMES.2020.102586,,,,https://api.altmetric.com/v1/doi/10.1016/J.JSAMES.2020.102586,,,,,-1,https://api.altmetric.com/v1/doi/10.1016/J.JSAMES.2020.102586,https://api.altmetric.com/v1/doi/10.1016/J.JSAMES.2020.102586,https://api.altmetric.com/v1/doi/10.1016/J.JSAMES.2020.102586,https://api.altmetric.com/v1/doi/10.1016/J.JSAMES.2020.102586,https://api.altmetric.com/v1/doi/10.1016/J.JSAMES.2020.102586,https://api.altmetric.com/v1/doi/10.1016/J.JSAMES.2020.102586,https://api.altmetric.com/v1/doi/10.1016/J.JSAMES.2020.102586,,,,
Estimating graph parameters via random walks with restarts,10.5555/3174304.3175416,1709.00869v1,,,https://api.altmetric.com/v1/doi/10.5555/3174304.3175416,https://api.altmetric.com/v1/arxiv/1709.00869v1,,,,-1,https://api.altmetric.com/v1/doi/10.5555/3174304.3175416,https://api.altmetric.com/v1/doi/10.5555/3174304.3175416,https://api.altmetric.com/v1/doi/10.5555/3174304.3175416,https://api.altmetric.com/v1/doi/10.5555/3174304.3175416,https://api.altmetric.com/v1/doi/10.5555/3174304.3175416,https://api.altmetric.com/v1/doi/10.5555/3174304.3175416,https://api.altmetric.com/v1/doi/10.5555/3174304.3175416,,,,
Estimating parameters associated with monotone properties,10.1017/S0963548320000048,1707.08225,,,https://api.altmetric.com/v1/doi/10.1017/S0963548320000048,1.50,,,,1.5,https://api.altmetric.com/v1/doi/10.1017/S0963548320000048,https://api.altmetric.com/v1/doi/10.1017/S0963548320000048,https://api.altmetric.com/v1/doi/10.1017/S0963548320000048,https://api.altmetric.com/v1/doi/10.1017/S0963548320000048,https://api.altmetric.com/v1/doi/10.1017/S0963548320000048,https://api.altmetric.com/v1/doi/10.1017/S0963548320000048,https://api.altmetric.com/v1/doi/10.1017/S0963548320000048,https://api.altmetric.com/v1/doi/10.1017/S0963548320000048,https://api.altmetric.com/v1/doi/10.1017/S0963548320000048,https://api.altmetric.com/v1/doi/10.1017/S0963548320000048,https://api.altmetric.com/v1/doi/10.1017/S0963548320000048
Estimating the distance to a hereditary graph property,10.1016/J.ENDM.2017.07.014,,,,https://api.altmetric.com/v1/doi/10.1016/J.ENDM.2017.07.014,,,,,-1,https://api.altmetric.com/v1/doi/10.1016/J.ENDM.2017.07.014,https://api.altmetric.com/v1/doi/10.1016/J.ENDM.2017.07.014,https://api.altmetric.com/v1/doi/10.1016/J.ENDM.2017.07.014,https://api.altmetric.com/v1/doi/10.1016/J.ENDM.2017.07.014,https://api.altmetric.com/v1/doi/10.1016/J.ENDM.2017.07.014,https://api.altmetric.com/v1/doi/10.1016/J.ENDM.2017.07.014,https://api.altmetric.com/v1/doi/10.1016/J.ENDM.2017.07.014,,,,
Estimating the interaction graph of stochastic neural dynamics,10.3150/17-BEJ1006,,,,0.50,,,,,0.5,2,https://api.altmetric.com/v1/doi/10.3150/17-BEJ1006,7.00,2.00,https://api.altmetric.com/v1/doi/10.3150/17-BEJ1006,2.00,https://api.altmetric.com/v1/doi/10.3150/17-BEJ1006,https://api.altmetric.com/v1/doi/10.3150/17-BEJ1006,2.00,https://api.altmetric.com/v1/doi/10.3150/17-BEJ1006,https://api.altmetric.com/v1/doi/10.3150/17-BEJ1006
Estimation of neuronal interaction graph from spike train data,,1612.05226v2,,,,https://api.altmetric.com/v1/arxiv/1612.05226v2,,,,-1,,,,,,,,,,,
Estimation of the Number of Communities in the Stochastic Block Model,10.1109/TIT.2020.3016331,,,,https://api.altmetric.com/v1/doi/10.1109/TIT.2020.3016331,,,,,-1,https://api.altmetric.com/v1/doi/10.1109/TIT.2020.3016331,https://api.altmetric.com/v1/doi/10.1109/TIT.2020.3016331,https://api.altmetric.com/v1/doi/10.1109/TIT.2020.3016331,https://api.altmetric.com/v1/doi/10.1109/TIT.2020.3016331,https://api.altmetric.com/v1/doi/10.1109/TIT.2020.3016331,https://api.altmetric.com/v1/doi/10.1109/TIT.2020.3016331,https://api.altmetric.com/v1/doi/10.1109/TIT.2020.3016331,,,,
Evidence of regional associations between age-related inter-individual differences in resting-state functional connectivity and cortical thinning revealed through a multi-level analysis,10.1016/J.NEUROIMAGE.2020.116662,,32088317,,7.20,,7.20,,,7.2,12,https://api.altmetric.com/v1/doi/10.1016/J.NEUROIMAGE.2020.116662,33.00,16.00,https://api.altmetric.com/v1/doi/10.1016/J.NEUROIMAGE.2020.116662,12.00,https://api.altmetric.com/v1/doi/10.1016/J.NEUROIMAGE.2020.116662,https://api.altmetric.com/v1/doi/10.1016/J.NEUROIMAGE.2020.116662,8.00,https://api.altmetric.com/v1/doi/10.1016/J.NEUROIMAGE.2020.116662,https://api.altmetric.com/v1/doi/10.1016/J.NEUROIMAGE.2020.116662
Explicit estimates in the Bramson–Kalikow model,10.1088/0951-7715/27/9/2281,,,,3.00,,,,,3,https://api.altmetric.com/v1/doi/10.1088/0951-7715/27/9/2281,https://api.altmetric.com/v1/doi/10.1088/0951-7715/27/9/2281,2.00,1.00,https://api.altmetric.com/v1/doi/10.1088/0951-7715/27/9/2281,1.00,https://api.altmetric.com/v1/doi/10.1088/0951-7715/27/9/2281,https://api.altmetric.com/v1/doi/10.1088/0951-7715/27/9/2281,0.00,https://api.altmetric.com/v1/doi/10.1088/0951-7715/27/9/2281,https://api.altmetric.com/v1/doi/10.1088/0951-7715/27/9/2281
Exploring the Phase-Locking Mechanisms Yielding Delayed and Anticipated Synchronization in Neuronal Circuits,10.3389/FNSYS.2019.00041,,31496943,,15.45,,https://api.altmetric.com/v1/pmid/31496943,,,15.45,25,https://api.altmetric.com/v1/doi/10.3389/FNSYS.2019.00041,34.00,31.00,https://api.altmetric.com/v1/doi/10.3389/FNSYS.2019.00041,26.00,https://api.altmetric.com/v1/doi/10.3389/FNSYS.2019.00041,1.00,9.00,https://api.altmetric.com/v1/doi/10.3389/FNSYS.2019.00041,https://api.altmetric.com/v1/doi/10.3389/FNSYS.2019.00041
Exponential inequality for chaos based on sampling without replacement,10.1016/J.SPL.2018.11.003,,,,https://api.altmetric.com/v1/doi/10.1016/J.SPL.2018.11.003,,,,,-1,https://api.altmetric.com/v1/doi/10.1016/J.SPL.2018.11.003,https://api.altmetric.com/v1/doi/10.1016/J.SPL.2018.11.003,https://api.altmetric.com/v1/doi/10.1016/J.SPL.2018.11.003,https://api.altmetric.com/v1/doi/10.1016/J.SPL.2018.11.003,https://api.altmetric.com/v1/doi/10.1016/J.SPL.2018.11.003,https://api.altmetric.com/v1/doi/10.1016/J.SPL.2018.11.003,https://api.altmetric.com/v1/doi/10.1016/J.SPL.2018.11.003,,,,
